MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpOverall
144,2,99,7,2,30,254,224,5,6,1,4,8,0,0,0,0,0,0
1126,28,211,37,28,42,1430,1388,3,4,3,4,5,0,1,1,1,0,3
967,0,617,43,50,0,1677,1677,1,4,8,13,2,0,1,1,1,0,3
432,79,341,177,136,170,1165,995,2,8,5,4,4,0,0,0,0,0,0
138,39,63,55,18,21,313,292,1,4,1,7,2,0,0,0,0,0,0
0,0,1,7,4,6,12,6,1,1,0,2,7,0,0,0,0,0,0
509,133,497,78,24,97,1241,1144,2,7,5,6,4,0,0,0,0,0,0
948,10,86,13,21,21,1078,1057,4,6,9,11,5,0,0,0,0,0,0
39,2,25,4,3,24,73,49,2,3,0,3,8,0,0,0,0,0,0
28,1,21,3,0,10,53,43,3,2,1,3,5,0,0,0,0,0,0
13,11,24,13,8,40,69,29,2,3,0,4,6,0,0,0,0,0,0
307,26,360,138,31,40,862,822,1,6,9,5,3,0,0,0,1,0,1
901,31,345,75,31,191,1383,1192,1,4,4,11,1,0,0,1,0,0,1
2,5,12,4,8,7,31,24,3,2,0,4,5,0,0,0,0,0,0
283,17,372,138,106,44,916,872,1,3,8,12,1,0,0,0,0,0,0
4,3,7,0,3,11,17,6,1,1,0,2,7,1,0,0,0,0,1
769,80,252,15,34,65,1150,1085,1,10,10,7,6,1,0,0,0,0,1
518,42,742,55,56,84,1413,1329,1,6,10,5,2,0,0,0,0,0,0
350,8,66,17,4,4,445,441,2,3,2,10,3,0,0,0,0,0,0
445,53,213,104,98,151,913,762,1,6,4,13,4,0,0,0,0,0,0
778,178,689,41,27,44,1713,1669,1,8,5,11,8,0,1,1,1,0,3
709,93,374,104,80,80,1360,1280,1,8,6,6,3,0,0,0,0,0,0
359,35,314,93,116,89,917,828,1,7,3,13,4,0,0,0,0,0,0
799,12,375,16,12,12,1214,1202,5,7,6,5,6,0,0,0,0,0,0
895,10,101,13,0,152,1019,867,5,3,4,8,8,0,0,0,0,0,0
40,2,23,0,4,23,69,46,2,2,1,3,4,0,0,0,0,0,0
76,0,7,0,0,16,83,67,1,3,2,2,5,0,0,0,0,0,0
11,5,22,12,5,11,55,44,2,3,0,3,7,0,0,0,0,0,0
245,16,223,21,43,16,548,532,2,8,1,8,6,0,0,0,0,0,0
647,107,391,175,67,40,1387,1347,1,6,4,10,3,0,0,0,0,0,0
39,1,9,2,1,34,52,18,1,2,1,2,7,1,0,0,0,0,1
203,35,305,46,17,227,606,379,1,2,11,5,1,0,0,0,0,0,0
138,3,38,4,0,59,183,124,3,3,2,4,6,0,0,0,0,0,0
587,51,898,247,0,86,1783,1697,1,3,6,7,2,0,0,0,0,0,0
595,97,291,127,133,121,1243,1122,1,11,5,12,6,0,0,0,0,0,0
43,12,23,29,15,61,122,61,1,2,1,4,4,0,0,0,0,0,0
301,7,74,10,0,58,392,334,4,6,1,7,6,0,0,0,0,0,0
180,32,348,76,32,90,668,578,2,5,2,12,2,0,0,0,0,0,0
794,115,243,150,0,205,1302,1097,1,8,5,6,3,0,0,0,0,0,0
392,5,91,28,26,112,542,430,8,7,3,7,8,0,0,0,0,0,0
39,1,22,3,4,12,69,57,3,2,0,4,7,0,0,0,0,0,0
107,2,12,2,2,12,125,113,0,0,0,1,20,0,0,0,0,0,0
13,0,3,0,0,0,16,16,1,1,0,2,7,0,0,0,0,0,0
70,0,17,0,0,6,87,81,2,2,1,3,6,0,0,0,0,0,0
680,11,392,75,0,0,1158,1158,1,2,11,4,1,0,0,0,0,0,0
26,1,11,0,1,4,39,35,2,1,0,3,3,0,0,0,0,0,0
522,0,522,227,120,134,1391,1257,2,6,9,5,2,0,0,0,0,0,0
412,12,546,78,182,0,1230,1230,1,4,4,10,1,0,0,0,0,0,0
6,5,5,8,0,5,24,19,2,1,0,3,4,0,0,0,0,0,0
2,3,6,4,1,9,16,7,1,1,1,2,7,0,0,0,0,0,0
1,3,8,2,5,5,19,14,1,1,0,2,7,0,0,0,0,0,0
6,2,15,6,6,3,35,32,1,1,0,3,8,0,0,0,0,0,0
4,12,5,3,16,17,40,23,2,2,0,3,7,0,0,0,0,0,0
18,2,19,0,2,6,41,35,5,3,0,4,7,0,0,0,0,0,0
324,48,186,39,18,198,615,417,6,6,8,4,7,1,0,0,0,0,1
327,9,125,25,4,139,490,351,6,7,1,8,7,1,0,0,0,0,1
229,27,71,13,3,34,343,309,4,7,1,5,9,0,0,0,0,0,0
521,168,706,80,76,61,1551,1490,1,3,6,4,2,0,0,0,0,0,0
184,23,446,30,23,23,706,683,1,5,4,7,2,0,1,1,1,0,3
4,8,11,12,2,13,37,24,1,2,0,3,7,1,0,0,0,0,1
183,2,64,7,2,12,258,246,4,3,3,5,4,0,0,0,0,0,0
31,19,35,26,14,52,125,73,2,1,1,5,3,0,0,0,0,0,0
219,3,60,12,9,12,303,291,1,4,1,7,7,0,1,0,0,0,1
479,28,136,75,14,35,732,697,3,10,3,7,6,0,0,0,0,0,0
584,44,212,46,8,177,894,717,3,11,4,8,8,0,0,0,0,0,0
627,91,597,159,91,15,1565,1550,1,6,5,12,3,0,0,0,0,0,0
24,1,16,12,2,5,55,50,3,4,0,3,8,0,0,0,0,0,0
330,5,159,36,27,16,557,541,4,4,4,9,4,0,0,0,0,0,0
19,1,10,2,1,8,33,25,1,1,0,3,5,0,0,0,0,0,0
28,23,29,29,14,47,123,76,3,2,1,4,6,0,0,0,0,0,0
606,148,228,15,148,22,1145,1123,1,6,8,13,2,0,0,0,0,0,0
1039,43,204,153,58,29,1497,1468,3,2,8,12,8,0,1,0,1,1,3
411,0,26,0,0,21,437,416,6,7,1,7,7,0,0,0,0,0,0
34,1,19,2,7,0,63,63,1,1,1,3,2,0,0,0,0,0,0
161,28,136,32,3,45,360,315,4,3,4,6,3,0,0,0,0,0,0
623,53,178,23,17,133,894,761,7,3,2,8,8,0,1,0,0,0,1
604,26,470,123,161,94,1384,1290,2,5,9,6,2,0,0,0,0,0,0
3,10,8,3,16,32,40,8,1,1,1,2,6,0,0,0,0,0,0
12,2,17,6,1,10,38,28,2,2,0,3,8,0,0,0,0,0,0
184,174,256,50,30,32,694,662,1,5,4,6,2,0,0,0,0,0,0
393,0,239,90,69,69,791,722,6,5,7,9,4,0,0,0,0,0,0
410,73,747,76,161,30,1467,1437,0,5,5,12,1,0,0,0,0,0,0
376,9,83,19,4,4,491,487,2,5,4,7,3,0,0,0,0,0,0
7,2,4,2,1,4,16,12,1,1,0,2,6,0,0,0,0,0,0
68,0,226,51,157,68,502,434,3,10,2,4,9,0,0,0,0,0,0
642,14,49,0,7,57,712,655,1,9,2,9,5,0,0,0,0,0,0
8,7,9,13,6,12,43,31,2,2,0,3,8,0,0,0,0,0,0
840,53,804,23,71,17,1791,1774,1,5,4,8,3,0,0,1,1,0,2
7,10,13,3,11,11,44,33,2,2,0,3,7,0,0,0,0,0,0
464,5,64,7,0,37,540,503,1,7,3,7,5,0,0,0,0,1,1
30,3,47,19,21,42,120,78,1,3,2,2,8,0,0,0,0,0,0
1492,38,287,50,57,33,1924,1891,1,5,10,4,6,0,1,1,1,1,4
752,122,476,39,153,34,1542,1508,1,10,2,11,8,0,0,0,0,0,0
1279,15,287,20,0,15,1601,1586,3,3,4,7,5,0,1,1,0,0,2
22,1,8,2,1,2,34,32,2,1,0,3,8,0,0,0,0,0,0
860,28,409,73,56,56,1426,1370,1,8,9,4,4,0,0,0,0,0,0
3,0,5,13,0,1,21,20,1,1,0,3,6,0,0,0,0,0,0
10,5,28,11,1,8,55,47,1,2,0,3,5,0,0,0,0,0,0
351,16,156,7,5,145,535,390,1,6,4,7,6,0,0,0,0,0,0
421,5,90,0,16,10,532,522,3,7,3,7,5,0,0,0,0,0,0
2,5,7,0,18,18,32,14,2,2,0,3,7,0,0,0,0,0,0
25,1,9,2,1,1,38,37,2,1,0,3,8,0,0,0,0,0,0
336,123,274,46,123,141,902,761,5,6,5,12,3,0,0,0,0,0,0
191,9,97,0,6,82,303,221,2,6,1,5,7,0,0,0,0,0,0
563,50,774,28,31,187,1446,1259,1,7,7,12,3,0,0,0,0,0,0
31,0,6,0,1,8,38,30,1,1,0,3,6,0,0,0,0,0,0
479,5,82,7,17,171,590,419,2,7,6,5,5,1,0,0,0,0,1
18,6,15,12,8,17,59,42,3,2,1,3,5,0,0,0,0,0,0
91,65,52,10,44,28,262,234,3,3,2,6,5,0,0,0,0,0,0
5,7,24,19,14,20,69,49,4,3,0,4,6,0,0,0,0,0,0
2,14,28,16,3,7,63,56,4,4,0,3,9,0,0,0,0,0,0
362,50,431,134,35,54,1012,958,1,3,6,7,1,0,0,0,0,0,0
724,74,929,97,55,130,1879,1749,1,5,6,7,2,1,0,1,0,1,3
605,91,399,0,45,205,1140,935,2,3,6,8,3,0,0,0,0,0,0
547,7,140,0,7,63,701,638,3,7,5,8,5,0,0,0,0,0,0
104,1,54,13,9,14,181,167,2,3,1,5,5,0,0,0,0,0,0
8,2,15,0,10,18,35,17,4,3,1,3,5,0,0,0,0,0,0
224,2,25,7,0,110,258,148,2,5,3,3,6,0,0,0,0,0,0
384,0,102,21,32,5,539,534,3,6,2,9,4,0,0,0,0,0,0
556,54,845,202,133,63,1790,1727,1,7,7,10,3,1,0,0,1,0,2
24,0,2,0,0,9,26,17,2,1,1,2,5,1,0,0,0,0,1
408,0,21,0,0,17,429,412,3,7,1,7,8,0,1,0,1,0,2
265,199,303,234,9,170,1010,840,7,10,2,12,7,0,0,0,0,0,0
34,0,7,0,0,0,41,41,1,1,0,3,7,0,0,0,0,0,0
374,64,116,84,25,64,663,599,3,6,2,11,5,0,0,0,0,0,0
27,2,10,0,0,1,39,38,2,1,0,3,8,0,0,0,0,0,0
600,20,350,29,30,33,1029,996,1,6,9,10,2,0,0,1,0,0,1
13,2,18,6,1,0,40,40,2,2,0,3,8,0,0,0,0,0,0
167,2,89,0,0,34,258,224,6,6,1,4,8,0,0,0,0,0,0
0,2,3,4,1,5,10,5,1,0,0,3,6,0,0,0,0,0,0
46,35,69,84,41,66,275,209,6,4,1,6,7,0,0,0,0,0,0
88,39,78,58,13,93,276,183,2,6,1,4,7,0,0,0,0,0,0
243,11,119,10,3,15,386,371,3,4,2,8,4,0,0,0,0,0,0
275,11,68,25,7,7,386,379,3,5,1,8,5,0,0,0,0,0,0
6,0,4,0,0,0,10,10,1,1,0,2,7,0,0,0,0,0,0
121,62,90,68,20,125,361,236,3,2,3,8,3,0,0,0,0,0,0
4,12,15,19,7,12,57,45,2,2,0,3,7,0,0,0,0,0,0
1308,0,396,23,0,0,1727,1727,1,5,7,4,3,0,1,0,0,1,2
515,47,267,62,66,38,957,919,2,5,5,4,3,0,1,0,0,0,1
4,0,16,17,4,4,41,37,3,4,0,3,7,0,0,0,0,0,0
48,13,57,24,15,25,157,132,4,3,1,4,7,0,0,0,0,0,0
562,58,168,43,16,142,847,705,1,5,7,10,3,0,0,0,0,0,0
769,22,500,210,143,33,1644,1611,1,4,8,5,2,1,0,1,1,0,3
379,4,93,12,9,98,497,399,7,6,6,4,6,0,0,0,0,0,0
29,12,59,19,1,36,120,84,2,3,0,4,8,0,0,0,0,0,0
387,68,569,89,45,68,1158,1090,1,6,9,12,1,0,0,0,0,0,0
12,23,38,30,18,7,121,114,4,3,1,3,9,0,0,0,0,0,0
6,10,12,3,15,40,46,6,3,3,1,2,8,1,0,0,0,0,1
27,1,14,4,1,21,47,26,2,2,0,3,8,0,0,0,0,0,0
9,1,5,0,0,1,15,14,1,0,0,3,5,0,0,0,0,0,0
22,0,19,6,5,3,52,49,2,2,0,3,6,0,0,0,0,0,0
899,102,838,133,102,40,2074,2034,1,5,6,10,2,0,0,0,0,0,0
889,55,685,168,92,129,1889,1760,1,3,2,13,1,0,0,0,0,0,0
189,2,55,0,5,12,251,239,4,6,1,4,9,0,0,0,0,0,0
48,0,2,0,0,5,50,45,2,2,0,3,7,0,0,0,0,0,0
230,14,156,82,24,58,506,448,8,9,2,5,8,0,0,0,0,0,0
852,60,207,78,36,48,1233,1185,2,2,6,10,5,0,0,0,0,0,0
35,3,20,4,1,20,63,43,2,2,0,3,9,1,0,0,0,0,1
205,20,47,23,2,56,297,241,6,5,2,5,5,0,0,0,0,0,0
255,31,446,40,56,175,828,653,1,3,10,11,1,0,0,0,0,0,0
0,0,1,8,3,2,12,10,1,1,0,2,7,0,0,0,0,0,0
437,8,206,160,49,42,860,818,2,7,10,5,6,1,0,0,0,0,1
825,8,53,11,0,242,897,655,2,8,10,5,6,0,0,0,0,0,0
316,58,161,76,51,135,662,527,1,6,9,4,5,0,0,0,0,0,0
756,138,354,160,169,61,1577,1516,2,10,6,7,4,0,0,0,0,0,0
194,55,134,15,0,3,398,395,3,4,2,8,6,0,0,0,0,0,0
7,17,18,6,10,26,58,32,4,4,0,3,8,0,0,0,0,0,0
183,33,493,59,103,57,871,814,1,4,3,10,2,0,0,0,0,0,0
171,0,11,0,1,20,183,163,2,4,1,4,6,0,0,0,0,0,0
243,101,405,29,40,40,818,778,1,4,5,6,2,0,0,0,0,0,0
181,21,69,39,3,96,313,217,1,3,3,6,3,0,0,0,0,0,0
151,7,89,0,7,28,254,226,5,4,1,6,5,0,0,0,0,0,0
494,92,391,194,11,241,1182,941,1,3,4,10,0,0,0,0,0,0,0
464,28,873,29,18,37,1412,1375,0,7,4,7,2,0,0,0,1,0,1
5,1,5,10,0,7,21,14,1,1,0,2,7,0,0,0,0,0,0
29,0,29,0,5,4,63,59,1,2,0,3,5,0,0,0,0,0,0
102,9,49,24,3,12,187,175,1,2,1,6,4,0,0,0,0,0,0
604,28,674,91,28,28,1425,1397,1,3,10,8,1,0,0,0,0,0,0
571,12,523,63,60,24,1229,1205,1,3,10,5,2,0,0,0,0,0,0
953,0,71,0,0,174,1024,850,6,10,5,10,8,0,0,0,0,0,0
63,3,67,8,9,28,150,122,2,3,1,4,7,0,0,0,0,0,0
770,29,890,250,27,24,1966,1942,1,7,3,7,3,0,0,1,0,0,1
398,61,265,138,61,53,923,870,1,3,4,6,1,0,0,0,0,0,0
741,19,154,50,9,28,973,945,1,3,4,7,2,0,0,0,0,0,0
1478,19,403,0,19,0,1919,1919,1,7,6,6,3,0,1,1,0,0,2
156,29,56,30,32,47,303,256,2,3,2,7,3,0,0,0,0,0,0
960,64,464,146,0,16,1634,1618,1,6,9,9,3,0,0,0,1,0,1
38,0,2,0,0,6,40,34,1,1,0,3,7,1,0,0,0,1,2
315,26,473,220,12,182,1046,864,1,2,10,6,1,0,0,0,0,0,0
15,20,25,2,7,26,69,43,1,2,0,4,6,0,0,0,0,0,0
19,6,20,0,5,12,50,38,3,1,1,4,4,0,0,0,0,0,0
812,99,431,237,149,33,1728,1695,1,11,4,10,5,0,0,0,1,0,1
73,28,217,10,24,115,352,237,3,6,1,6,8,0,0,0,0,0,0
372,23,384,250,12,108,1041,933,1,4,5,9,2,0,0,0,1,0,1
871,111,704,145,55,166,1886,1720,1,4,4,10,2,0,1,0,0,0,1
375,152,335,93,91,81,1046,965,1,5,4,6,2,0,0,0,0,0,0
760,80,466,17,13,80,1336,1256,1,6,9,5,3,0,0,0,0,0,0
471,0,510,99,21,12,1101,1089,1,6,4,9,2,0,0,0,0,0,0
31,9,27,16,9,33,92,59,1,1,1,4,3,0,0,0,0,0,0
819,0,72,12,0,63,903,840,2,11,2,10,7,0,1,0,0,0,1
1,4,3,8,9,7,25,18,1,1,0,3,8,0,0,0,0,0,0
203,35,305,46,17,227,606,379,1,2,11,5,1,0,0,0,0,0,0
26,0,15,2,1,2,44,42,2,3,0,3,8,0,0,0,0,0,0
354,21,311,167,75,32,928,896,1,9,3,4,4,0,0,0,0,0,0
1253,0,447,23,71,35,1794,1759,3,11,5,11,8,0,0,0,1,0,1
371,17,238,23,24,106,673,567,3,7,5,11,5,0,0,0,0,0,0
588,7,76,110,15,15,796,781,2,8,4,9,6,0,0,0,0,0,0
480,86,249,75,86,144,976,832,8,6,3,5,6,0,0,0,0,0,0
517,12,54,16,6,120,605,485,2,7,4,7,5,0,0,0,0,0,0
267,98,606,48,70,98,1089,991,1,3,2,6,1,0,0,1,0,0,1
1111,24,790,160,45,172,2130,1958,0,5,8,5,2,0,1,1,1,0,3
7,7,14,7,16,15,51,36,3,2,1,3,7,0,0,0,0,0,0
1166,0,48,0,0,36,1214,1178,1,4,4,10,8,0,1,1,0,0,2
261,42,144,55,48,133,550,417,3,4,4,9,3,0,0,0,0,0,0
135,25,51,23,25,46,259,213,2,4,2,5,3,0,0,0,0,0,0
6,2,18,2,8,14,36,22,1,2,0,3,4,0,0,0,0,0,0
711,28,142,49,18,47,948,901,2,3,2,9,8,0,0,0,0,0,0
11,0,13,2,4,11,30,19,1,2,0,3,4,0,0,0,0,0,0
42,0,17,0,0,18,59,41,3,2,1,3,5,1,0,0,0,0,1
79,7,58,6,3,18,153,135,4,3,1,4,6,0,0,0,0,0,0
20,6,43,19,5,38,93,55,1,3,1,2,8,0,0,0,0,0,0
30,0,8,2,0,14,40,26,1,1,1,2,6,0,0,0,0,0,0
20,2,23,3,1,4,49,45,5,3,0,4,8,0,0,0,0,0,0
115,27,44,4,146,139,336,197,3,5,2,6,5,0,0,0,0,0,0
263,5,233,69,41,83,611,528,4,5,5,8,5,0,0,0,0,0,0
69,2,15,2,2,6,90,84,2,2,0,4,5,0,0,0,0,0,0
267,3,30,4,0,57,304,247,4,5,2,5,6,0,0,0,0,0,0
561,85,171,25,123,114,965,851,2,4,7,13,2,0,0,0,0,0,0
492,0,37,7,0,42,536,494,3,6,3,8,5,0,0,0,0,0,0
14,7,9,6,16,12,52,40,2,2,0,3,6,0,0,0,0,0,0
80,4,46,0,17,2,147,145,5,2,1,5,6,0,0,0,0,0,0
97,12,84,13,10,15,216,201,7,3,1,6,5,0,0,0,0,0,0
197,107,227,7,59,131,597,466,3,5,2,11,4,0,0,0,0,0,0
693,21,925,31,24,84,1694,1610,1,6,7,9,2,0,0,1,1,0,2
43,2,27,0,9,12,81,69,3,3,0,4,7,0,0,0,0,0,0
14,0,2,0,0,7,16,9,1,1,0,2,8,0,0,0,0,0,0
186,36,234,86,72,48,614,566,6,10,2,6,9,0,0,0,0,0,0
434,137,400,45,137,45,1153,1108,1,3,4,10,1,0,0,0,0,0,0
59,0,11,4,2,5,76,71,4,3,0,4,7,0,0,0,0,0,0
16,5,30,8,7,26,66,40,3,3,0,4,8,0,0,0,0,0,0
230,35,75,63,57,31,460,429,3,7,1,7,5,0,0,0,0,0,0
829,138,430,60,92,15,1549,1534,1,4,6,13,2,0,0,0,0,0,0
318,8,407,150,35,8,918,910,1,2,8,13,0,0,0,0,0,0,0
1206,55,445,168,18,18,1892,1874,1,2,4,12,1,0,0,1,0,0,1
292,3,77,10,3,26,385,359,7,6,3,5,7,0,0,0,0,0,0
30,9,12,2,11,30,64,34,3,2,0,4,4,0,0,0,0,0,0
729,17,133,11,0,195,890,695,5,10,6,7,7,1,0,0,0,0,1
12,1,3,0,0,7,16,9,1,0,1,2,4,0,0,0,0,0,0
2,1,1,1,0,1,5,4,0,0,0,0,14,0,0,0,0,0,0
22,3,18,0,0,11,43,32,1,2,0,3,7,0,0,0,0,0,0
587,43,337,42,87,54,1096,1042,3,11,6,9,6,0,0,0,0,0,0
674,168,108,192,42,231,1184,953,1,5,11,6,3,0,0,1,1,0,2
284,3,84,4,7,23,382,359,2,4,2,8,4,0,0,0,0,0,0
1023,93,651,49,55,37,1871,1834,1,5,6,7,2,0,0,0,0,0,0
1394,22,708,89,91,182,2304,2122,1,9,7,9,5,1,0,1,1,0,3
311,26,640,180,37,121,1194,1073,1,4,9,13,2,0,0,0,0,0,0
27,0,12,0,1,5,40,35,2,2,0,3,5,0,0,0,0,0,0
1296,17,311,45,69,51,1738,1687,1,2,4,10,1,0,1,1,1,1,4
3,6,7,0,0,3,16,13,1,0,0,3,7,0,0,0,0,0,0
393,5,136,7,5,27,546,519,5,10,1,6,9,1,0,0,0,0,1
218,63,282,137,35,70,735,665,4,5,3,12,4,0,0,0,0,0,0
66,0,16,0,6,20,88,68,2,1,1,4,3,0,0,0,0,0,0
4,2,11,2,0,4,19,15,1,1,0,2,6,0,0,0,0,0,0
795,0,545,95,58,0,1493,1493,1,8,4,10,6,0,0,0,1,0,1
15,10,19,8,17,20,69,49,3,2,1,3,5,0,0,0,0,0,0
384,25,292,130,41,64,872,808,3,8,8,6,6,1,0,0,0,0,1
244,8,32,7,2,50,293,243,4,3,1,8,4,0,0,0,0,0,0
158,19,288,25,0,38,490,452,1,6,4,9,7,0,1,1,0,0,2
1285,21,449,106,20,20,1881,1861,1,4,3,4,1,0,0,1,1,0,2
349,16,144,28,5,182,542,360,5,8,5,4,8,1,0,0,1,0,2
4,12,11,3,13,15,43,28,2,2,0,3,8,0,0,0,0,0,0
223,2,31,0,2,39,258,219,5,5,2,4,8,0,0,0,0,0,0
157,43,127,68,56,37,451,414,6,3,8,4,4,1,0,0,0,0,1
397,46,288,20,38,70,789,719,2,6,5,10,3,0,0,0,0,0,0
901,31,345,75,31,191,1383,1192,1,4,4,11,1,0,0,1,0,0,1
14,3,21,2,1,28,41,13,4,3,1,2,8,1,0,0,0,0,1
10,0,3,0,0,4,13,9,1,1,0,2,6,0,0,0,0,0,0
1230,0,396,232,178,158,2036,1878,1,10,2,8,5,0,1,1,1,0,3
81,1,31,2,1,0,116,116,1,1,1,5,2,0,0,0,0,0,0
154,20,66,0,12,27,252,225,7,6,1,4,9,0,0,0,0,0,0
63,0,21,7,0,12,91,79,1,3,0,3,8,0,0,0,0,0,0
30,0,11,0,0,3,41,38,3,2,0,4,5,0,0,0,0,0,0
90,67,165,30,43,11,395,384,1,4,2,8,3,0,0,0,0,0,0
635,114,254,132,152,76,1287,1211,1,6,6,7,3,0,0,1,0,0,1
127,4,73,15,6,11,225,214,1,2,1,7,2,0,0,0,0,0,0
13,3,6,6,5,6,33,27,1,1,0,3,8,0,0,0,0,0,0
18,42,24,15,20,18,119,101,1,2,1,4,7,0,0,0,0,0,0
45,2,26,4,1,1,78,77,3,3,1,3,7,0,0,0,0,0,0
38,1,24,0,0,0,63,63,1,2,0,3,8,0,0,0,0,0,0
986,36,168,16,0,108,1206,1098,7,11,3,4,7,0,0,0,0,0,0
61,0,3,0,0,7,64,57,1,1,1,3,5,0,0,0,0,0,0
4,9,16,17,0,12,46,34,2,2,1,2,8,0,0,0,0,0,0
201,53,172,116,77,83,619,536,3,5,4,9,4,0,0,0,0,0,0
19,8,29,0,12,26,68,42,1,2,2,2,7,1,0,0,0,0,1
4,8,11,19,12,26,54,28,2,2,1,2,9,0,0,0,0,0,0
18,0,2,0,0,2,20,18,1,1,0,3,4,0,0,0,0,0,0
806,80,161,120,11,33,1178,1145,5,10,7,10,6,0,0,0,0,0,0
380,98,733,110,112,28,1433,1405,1,8,8,5,3,0,0,1,0,0,1
576,172,961,125,115,19,1949,1930,1,8,6,5,3,0,0,0,0,0,0
458,81,356,106,50,40,1051,1011,1,4,4,7,2,0,0,0,0,0,0
5,10,13,3,8,16,39,23,1,1,0,3,8,0,0,0,0,0,0
350,60,568,110,133,145,1221,1076,1,5,6,7,2,0,0,1,0,0,1
39,33,130,41,26,44,269,225,2,5,1,5,8,0,0,0,0,0,0
26,1,16,2,2,15,47,32,4,3,0,4,4,0,0,0,0,0,0
68,0,16,0,0,8,84,76,3,2,0,4,7,0,0,0,0,0,0
45,3,9,4,4,7,65,58,1,1,2,2,6,1,0,0,0,0,1
359,0,134,13,26,123,532,409,4,6,3,8,5,0,0,0,0,0,0
403,24,29,6,24,218,486,268,2,5,5,6,3,1,0,0,0,0,1
34,1,14,0,0,5,49,44,3,2,0,3,8,0,0,0,0,0,0
73,18,66,7,12,2,176,174,15,0,1,0,19,0,0,0,0,0,0
292,30,415,63,33,200,833,633,1,4,5,4,2,0,0,0,1,0,1
14,0,16,0,0,6,30,24,1,1,1,2,6,0,0,0,0,0,0
80,1,37,0,1,3,119,116,3,2,1,4,7,0,0,0,0,0,0
30,11,33,13,6,29,93,64,1,2,0,4,4,0,0,0,0,0,0
463,96,333,168,53,10,1113,1103,1,7,7,12,3,0,0,0,0,0,0
75,12,141,43,39,187,310,123,6,6,1,5,8,0,0,0,0,0,0
538,13,91,17,6,26,665,639,6,6,2,11,5,0,1,0,0,0,1
635,114,254,132,152,76,1287,1211,1,6,6,7,3,0,0,1,0,0,1
8,0,3,0,0,1,11,10,1,1,0,2,8,1,0,0,0,0,1
1315,22,780,145,0,178,2262,2084,1,7,8,9,5,0,0,0,0,0,0
4,2,12,7,5,26,30,4,2,1,2,2,6,0,0,0,0,0,0
12,0,13,2,0,10,27,17,1,1,0,3,7,0,0,0,0,0,0
347,44,534,17,0,26,942,916,1,3,5,12,2,0,0,0,0,0,0
192,5,53,0,5,15,255,240,4,6,1,4,8,0,0,0,0,0,0
241,0,12,0,0,25,253,228,1,5,1,5,7,0,0,0,0,0,0
631,28,491,30,14,56,1194,1138,1,6,7,8,3,0,0,0,0,0,0
336,28,282,184,54,54,884,830,1,2,8,6,1,0,0,0,0,0,0
1099,0,45,0,0,34,1144,1110,11,3,4,10,8,0,1,0,0,0,1
743,19,181,12,0,200,955,755,2,7,6,11,5,1,0,0,0,0,1
124,83,267,85,59,35,618,583,2,5,2,11,5,0,0,0,0,0,0
15,0,8,4,2,20,29,9,2,1,1,2,5,1,0,0,0,0,1
397,19,69,12,0,9,497,488,1,4,4,8,2,0,0,0,0,0,0
10,4,4,3,3,14,24,10,3,1,1,3,7,0,0,0,0,0,0
530,117,678,134,44,147,1503,1356,1,4,10,8,1,1,0,0,1,0,2
1215,33,249,64,116,149,1677,1528,8,8,9,8,6,0,0,0,0,0,0
3,2,7,0,4,2,16,14,1,1,0,2,8,0,0,0,0,0,0
444,44,382,11,8,17,889,872,1,3,7,13,2,0,0,0,0,0,0
26,0,15,2,1,2,44,42,2,3,0,3,8,0,0,0,0,0,0
736,114,279,82,76,190,1287,1097,6,5,6,8,3,0,0,0,0,0,0
473,21,176,19,21,56,710,654,3,9,2,9,6,0,0,0,0,0,0
32,0,5,2,0,8,39,31,2,2,0,3,5,0,0,0,0,0,0
288,10,30,4,10,125,342,217,1,6,1,6,6,0,0,0,0,0,0
1050,178,555,77,138,118,1998,1880,1,4,7,9,1,0,0,0,1,0,1
1001,44,107,58,44,44,1254,1210,1,6,7,11,2,1,0,1,0,0,2
9,1,7,0,3,2,20,18,2,1,0,3,7,0,0,0,0,0,0
234,14,77,19,10,42,354,312,2,4,1,8,5,0,0,0,0,0,0
7,2,6,2,0,3,17,14,1,1,0,2,7,0,0,0,0,0,0
251,108,334,65,92,117,850,733,1,4,3,5,2,0,0,0,0,0,0
172,10,125,21,13,16,341,325,6,7,2,4,9,0,0,0,0,0,0
565,42,548,64,83,99,1302,1203,1,5,6,4,3,0,0,0,0,0,0
5,0,8,2,0,0,15,15,1,0,0,3,4,0,0,0,0,0,0
918,57,842,99,38,133,1954,1821,1,5,8,6,3,0,0,0,1,0,1
652,8,158,21,0,142,839,697,4,11,6,5,8,0,0,0,0,0,0
4,1,7,2,1,2,15,13,2,1,0,3,4,0,0,0,0,0,0
152,27,103,106,54,81,442,361,0,9,9,4,5,0,1,1,1,1,4
8,0,9,2,1,3,20,17,1,1,0,2,6,0,0,0,0,0,0
336,130,411,240,32,43,1149,1106,1,4,7,5,2,0,0,0,0,0,0
938,19,843,25,95,38,1920,1882,1,6,6,7,2,0,0,1,0,0,1
